album_id,album_date_released,album_engineer,album_favorites,album_listens,album_producer,album_title,album_tracks,album_type,album_url,artist_name
16220,3/25/2014,,0,9054,,В Наших Сердцах,13,Album,http://freemusicarchive.org/music/Mad_Screw/___1684/,Чокнутый Пропеллер
16222,6/20/2006,,0,13952,,Thirteen Easy Pieces,16,Album,http://freemusicarchive.org/music/CKZ/Thirteen_Easy_Pieces/,CKZ
16225,3/24/2014,,4,21736,,Hollow Bone,14,Album,http://freemusicarchive.org/music/Ayla_Nereo/Hollow_Bone/,Ayla Nereo
16226,,,0,1181,,Glaschu,44,Album,http://freemusicarchive.org/music/Meso/Glaschu/,Meso
16227,3/25/2014,Mike Sin,0,5950,Joe Belock,"Live on WFMU's Three Chord Monte with Joe Belock: March 25, 2014",11,Radio Program,http://freemusicarchive.org/music/Boogarins/Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_March_25_2014/,Boogarins
16228,3/27/2014,,1,34383,,Dressing Up - The EPOP Covers,27,Album,http://freemusicarchive.org/music/Various_Artists/Dressing_Up_-_The_EPOP_Covers/,Various Artists
1623,1/07/2009,,0,221,,Audioconfusion Sessions,1,Album,http://freemusicarchive.org/music/Brer/Audioconfusion_Sessions/,Br'er
16230,3/27/2014,,7,261500,,What's Later?,82,Album,http://freemusicarchive.org/music/Apache_Tomcat/Whats_Later/,Apache Tomcat
1624,11/01/2007,,0,203,,Split Ep w/ Brian Reichert,1,Album,http://freemusicarchive.org/music/Brer/Split_Ep_w_Brian_Reichert/,Br'er
16240,3/28/2014,,2,10257,,Old Orchard Beach EP,19,Album,http://freemusicarchive.org/music/mGee/Old_Orchard_Beach_EP/,mGee
16242,,,0,1247,,That One Song,21,Album,http://freemusicarchive.org/music/Jeremy_Allingham/That_One_Song/,Jeremy Allingham
16246,4/13/2014,,1,3918,XZICD,You Will Die And No One Will Cry!,101,Album,http://freemusicarchive.org/music/XZICD/You_Will_Die_And_No_One_Will_Cry/,XZICD
1625,1/07/2009,,0,6067,,Christmas Comp,1,Album,http://freemusicarchive.org/music/Brer/Christmas_Comp/,Br'er
16250,4/08/2014,,2,20048,,Fight for Your Dinner Vol. I,164,Album,http://freemusicarchive.org/music/Big_Blood/Fight_for_Your_Dinner/,Big Blood
16253,1/06/2014,Chuck Bettis ,0,3717,,live at St. Vitus 1/16/14,7,Live Performance,http://freemusicarchive.org/music/Mick_Barr__Chuck_Bettis/live_at_St_Vitus_11614/,MOSSENEK
16258,5/07/2014,,0,4847,Vladimír Bízik,Winter minialbum,3,Album,http://freemusicarchive.org/music/Lille/Zimn_minialbum/,Lille
1626,12/23/2008,,1,4128,,Live at WFMU on Terre T's show 11/8/2008,8,Live Performance,http://freemusicarchive.org/music/Nightingales/Live_at_WFMU_on_Terre_Ts_show_1182008_1/,Nightingales
16261,,,0,1379,,Gaot,9,Album,http://freemusicarchive.org/music/Wilted_Woman/Gaot/,Wilted Woman
16282,5/01/2014,,0,1313,,Opaque Studies I,6,Album,http://freemusicarchive.org/music/MUTATE/Opaque_Studies_I/,MUTATE
16291,4/08/2014,,7,51852,,"If Not This, Then What?",13,Album,http://freemusicarchive.org/music/Novi_Split/If_Not_This_Then_What/,Novi Split
16298,3/23/2014,,0,6715,,The Alpha Audio Sessions (1979),3,Album,http://freemusicarchive.org/music/Idio-Savant/The_Alpha_Audio_Sessions_1979/,Idio-Savant
16299,3/23/2014,,0,4223,,Shakers in a Tantrum Landscape (1979),5,Album,http://freemusicarchive.org/music/Idio-Savant/Shakers_in_a_Tantrum_Landscape_1979/,Idio-Savant
16300,4/12/2014,Sam Bardsley. Mastered by Gabriel Castillo.,0,2779,Sam Bardsley and Gordon Morgan,Gordan Morgan,4,Album,http://freemusicarchive.org/music/Gordan_Morgan/Gordan_Morgan/,Gordan Morgan
16301,4/12/2014,,0,1389,,Trauma,3,Album,http://freemusicarchive.org/music/Brown_Piss/Trauma_1493/,Brown Piss
16304,4/08/2014,,0,26935,,Love Songs from 2011,12,Album,http://freemusicarchive.org/music/The_Agrarians/Love_Songs_from_2011/,The Agrarians
16306,3/28/2014,,0,692,,Bestiario,3,Album,http://freemusicarchive.org/music/TRema/Bestiario/,TRema
16307,4/14/2014,,1,42011,,fingerface,10,Album,http://freemusicarchive.org/music/Art_of_Flying/fingerface/,Art of Flying
16309,,,12,58614,,Pop Singles Compilation 2014,0,Album,http://freemusicarchive.org/music/Rolemusic/Pop_Singles_Compilation_2014/,Rolemusic
16313,3/04/2014,,1,3051,,The Remedy,8,Album,http://freemusicarchive.org/music/DJ_Def_Chad/The_Remedy/,DJ Def Chad
16314,3/18/2014,,1,3549,,Up and Away,8,Album,http://freemusicarchive.org/music/DJ_Def_Chad/Up_and_Away/,DJ Def Chad
16315,3/25/2014,,1,5065,,Breathe Easy (Remixx),8,Album,http://freemusicarchive.org/music/DJ_Def_Chad/Breathe_Easy_Remixx/,DJ Def Chad
16316,4/01/2014,,1,3710,,Go It Alone (3 of 3),8,Album,http://freemusicarchive.org/music/Ant_The_Symbol/Go_It_Alone_3_of_3/,Ant The Symbol
16317,4/15/2014,,1,18411,,Royal Treatment,11,Album,http://freemusicarchive.org/music/VYVCH/Royal_Treatment/,VYVCH
16318,4/11/2014,,1,1062,,Is Itching To Play,4,Album,http://freemusicarchive.org/music/Dr_Mindflip/Is_Itching_To_Play/,Dr. Mindflip
16319,6/12/2006,,0,5174,,Tacet Sed Loquitur,6,Album,http://freemusicarchive.org/music/Cachexy/Tacet_Sed_Loquitur/,Cachexy
16321,4/01/2014,,0,9744,,[EPV_154] BULLET STORM / EPV BLACKS,16,Album,http://freemusicarchive.org/music/Various_Artists_elementperspective/BULLET_STORM__EPV_BLACKS/,Various Artists [elementperspective]
16324,6/12/2014,,0,5312,,Pulse,4,Album,http://freemusicarchive.org/music/Infetu/Pulse/,Infetu
16329,,,1,8123,,[EPV_155] VOLTAGE CIRCLE / EPV NAVIES,16,Album,http://freemusicarchive.org/music/Various_Artists_elementperspective/VOLTAGE_CIRCLE/,Various Artists [elementperspective]
1633,,,1,895,,Live on WFMU on Brian Turner's Show 4/8/08,2,Live Performance,http://freemusicarchive.org/music/Wildildlife/Live_on_WFMU_on_Brian_Turners_Show_4808/,Wildildlife
16331,4/17/2014,Zeke Mishanec,0,1314,Reed Dunlea,"Live on Distort Jersey City with Reed Dunlea - April 1, 2014",10,Album,http://freemusicarchive.org/music/Nandas/Live_on_Distort_Jersey_City_with_Reed_Dunlea_-_April_1_2014/,Nandas
16332,5/17/2006,,0,5754,,Origins of the Pig,3,Album,http://freemusicarchive.org/music/Etcetera_Music/Origins_of_the_Pig/,Etcetera Music
16333,4/17/2014,Mike Sin,1,4959,Therese Mahler,"Live on WFMU with Therese - March 31, 2014",6,Album,http://freemusicarchive.org/music/Overlake/Live_on_WFMU_with_Therese_-_March_31_2014/,Overlake
16334,5/27/2014,Dave Mambach,0,2154,Reed Dunlea,"Live on Distort Jersey City with Reed Dunlea - April 15, 2014",20,Album,http://freemusicarchive.org/music/La_Misma/Live_on_Distort_Jersey_City_with_Reed_Dunlea_-_April_15_2014/,La Misma
16335,4/17/2014,Glenn Luttman,0,6566,Mary Wing,"Live on WFMU's 100% Whatever with Mary Wing - April 6, 2014",4,Album,http://freemusicarchive.org/music/Carsick_Cars/Live_on_WFMUs_100_Whatever_with_Mary_Wing_-_April_6_2014/,Carsick Cars
16336,4/14/2014,,1,7289,,"Live on WFMU with Irene Trudel: April 14, 2014",17,Radio Program,http://freemusicarchive.org/music/Wall_Matthews/Live_on_WFMU_with_Irene_Trudel_April_14_2014/,Wall Matthews
16338,4/17/2014,Glenn Luttman,0,6964,Gaylord Fields,"Live on WFMU with Gaylord Fields - April 13, 2014",9,Album,http://freemusicarchive.org/music/Jowe_Head_and_the_Celestial_Choir/Live_on_WFMU_with_Gaylord_Fields_-_April_13_2014/,Jowe Head and the Celestial Choir
16339,4/17/2014,Eli Winograd,0,3443,Colin Langenus,Everybody Loves Ramsden,11,Album,http://freemusicarchive.org/music/Ramsden/Everybody_Loves_Ramsden/,Ramsden
16341,4/12/2006,,0,9330,,Lobo Holocausto,1,Album,http://freemusicarchive.org/music/Cobra/Lobo_Holocausto/,Cobra
16342,4/18/2014,,1,647,,Slough,2,Album,http://freemusicarchive.org/music/Nodus1/Slough/,Nodus1
16343,3/18/2006,,1,5693,,Simulacra,3,Album,http://freemusicarchive.org/music/Infetu/Simulacra/,Infetu
16344,4/18/2014,,0,2600,,Trans-Idio (1981),6,Album,http://freemusicarchive.org/music/Idio-Savant/Trans-Idio_1981/,Idio-Savant
16345,,,3,9077,,Accessible as Gravity (1983),8,,http://freemusicarchive.org/music/Orthotonics/Accessible_as_Gravity/,Orthotonics
16346,,,2,16460,,Wake Up You Must Remember (1984),12,,http://freemusicarchive.org/music/Orthotonics/Luminous_Bipeds/,Orthotonics
16347,,,1,10964,,Luminous Bipeds (1986),12,Album,http://freemusicarchive.org/music/Orthotonics/Luminous_Bipeds_1343/,Orthotonics
16348,4/19/2014,,19,89642,,Deathless: The Renaissance,10,Album,http://freemusicarchive.org/music/Kai_Engel/Deathless_The_Renaissance/,Kai Engel
16349,4/20/2014,Bobby Bunny,1,4575,Bobby Bunny,Bobby Bunny's Adventures in Magnetic Recording Vol.1,13,Album,http://freemusicarchive.org/music/Robert_Rabbit/Bobby_Bunnys_Adventures_in_Magnetic_Recording_Vol1/,Bobby Bunny
16350,4/20/2014,,0,10668,Andre William Owen,The Bear's just for show,1,Single Tracks,http://freemusicarchive.org/music/krackatoa/The_Bears_just_for_show/,krackatoa
16351,4/20/2014,,2,21592,,LA Rock,9,Album,http://freemusicarchive.org/music/The_New_Mystikal_Troubadours/LA_Rock/,The New Mystikal Troubadours
16352,,Juan Aboites,0,1582,,"The Rapture, in Several Shades of Orange; LIVE on My Castle of Quiet, 4.9.2014",1,Album,http://freemusicarchive.org/music/Future_Death_Toll/The_Rapture_in_Several_Shades_of_Orange_LIVE_on_My_Castle_of_Quiet_492014/,Future Death Toll
16354,,,0,6586,,XVII,10,Album,http://freemusicarchive.org/music/The_Marty_Kings/XVII/,The Marty Kings
16355,,,3,7083,,Consumer Material,9,Album,http://freemusicarchive.org/music/UV_Protection/Consumer_Material/,UV Protection
16356,4/21/2014,,1,57211,,seximer,23,Album,http://freemusicarchive.org/music/johnny_ripper/seximer/,johnny_ripper
16357,4/22/2014,,0,3388,,WHNZ​:​65​:​REVOLUA,26,Album,http://freemusicarchive.org/music/Infinite_Plastic_Internal/WHNZ65REVOLUA/,Infinite Plastic Internal
16358,2/26/2006,,0,15065,,Elft,10,Album,http://freemusicarchive.org/music/Firnwald/Elft/,Firnwald
16359,4/22/2014,,0,4083,,Time Capsule Vol. 1,6,Album,http://freemusicarchive.org/music/Bromaschinen/Time_Capsule_Vol_1/,Büromaschinen
1636,11/25/2008,Diane Farris,0,1305,Joe Belock,Shrubs live on the Three Chord Monte 11/25/2008,11,Live Performance,http://freemusicarchive.org/music/The_Shrubs/Shrubs_live_on_the_Three_Chord_Monte_11252008/,The Shrubs
16360,4/04/2014,,0,2609,,Subterrestrial Creeps,3,Album,http://freemusicarchive.org/music/MUTWAWA/Subterrestrial_Creeps/,MUTWAWA
16361,4/23/2014,,0,1346,,Castaneda. The Teachings Of Don Juan,3,Album,http://freemusicarchive.org/music/Nick_R_61/Castaneda_The_Teachings_Of_Don_Juan/,Nick R 61
16362,6/11/2011,,0,41024,,SKGB's Alternate Adventures in Dubstepland,1,Album,http://freemusicarchive.org/music/SKGB/SKGBs_Alternate_Adventures_in_Dubstepland/,SKGB
16363,8/13/2011,,0,22390,,The Further Adventures of SKGB,4,Album,http://freemusicarchive.org/music/SKGB/The_Further_Adventures_of_SKGB/,SKGB
16364,2/23/2006,,0,24861,,proj.ekt.168 v3.0,3,Album,http://freemusicarchive.org/music/Beatoven/projekt168_v30/,Beatoven
16369,1/01/2008,,1,88045,,The Simple Life (Part 2),25,Album,http://freemusicarchive.org/music/Josh_Woodward/The_Simple_Life_Part_2_1667/,Josh Woodward
16370,4/22/2014,Serge Z,1,2868,Brian Turner,"Live on WFMU with Brian Turner: April 22, 2014",32,Radio Program,http://freemusicarchive.org/music/Good_Throb/Live_on_WFMU_with_Brian_Turner_April_22_2014/,Good Throb
16371,4/24/2014,Serge Z,0,3660,Meghan McKee,"Live on WFMU's Underwater Theme Park with Meghan - April 24, 2014",6,Album,http://freemusicarchive.org/music/David_J_and_the_Gentlemen_Thieves/Live_on_WFMUs_Underwater_Theme_Park_with_Meghan_-_April_24_2014/,David J and the Gentleman Thieves
16372,4/21/2014,Irene Trudel,0,4020,Irene Trudel,"Live on WFMU with Irene Trudel: April 21, 2014",13,Radio Program,http://freemusicarchive.org/music/Mark_Fosson/Live_on_WFMU_with_Irene_Trudel_April_21_2014/,Mark Fosson
16373,4/22/2014,Reed Dunlea,0,444,Reed Dunlea,"Live on WFMU's Distort Jersey City with Reed Dunlea: April 22, 2014",1,Radio Program,http://freemusicarchive.org/music/Tinnitustimulus/Live_on_WFMUs_Distort_Jersey_City_with_Reed_Dunlea_April_22_2014/,Tinnitustimulus
16374,2/15/2006,,0,8447,,Problem Area RDW,8,Album,http://freemusicarchive.org/music/Rngmnn/Problem_Area_RDW/,Rngmnn
16377,4/26/2014,,0,4695,,Летающий Папа,11,Album,http://freemusicarchive.org/music/Khovbay_Khvekmeev/__1190/,Ховбай Хвекмеев
16378,,,0,4633,,Papa sait pas,5,Album,http://freemusicarchive.org/music/11me_tage/Papa_sait_pas/,11ème étage
16379,,,3,10540,,(none given),9,Album,http://freemusicarchive.org/music/Sleepy_John_Corbeck/none_given_2731/,Sleepy John Corbeck
16380,,,1,18345,,Chantage,26,Album,http://freemusicarchive.org/music/Morusque/Chantage/,Morusque
16381,5/01/2014,,0,1148,,Neurim,8,Album,http://freemusicarchive.org/music/Farthest_South/Neurim/,Farthest South
16383,1/22/2006,,0,2090,,Field Studies,42,Album,http://freemusicarchive.org/music/Macon_Tights/Field_Studies/,Macon Tights
16384,,,1,23495,,last days last days,18,Album,http://freemusicarchive.org/music/Another_Cultural_Landslide/Last_Days_Last_Days/,another cultural landslide
16387,8/23/2011,,0,7882,,The Worst Music EP,10,Album,http://freemusicarchive.org/music/SKGB/The_Worst_Music_EP_1974/,SKGB
16397,,,1,2420,,Star Caesar,1,Album,http://freemusicarchive.org/music/Possimiste/Star_Caesar_1002/,Possimiste
1640,1/01/2004,,2,1382,,Bangers Vs. Fuckers,16,Album,http://freemusicarchive.org/music/Coachwhips/Bangers_Vs_Fuckers/,Coachwhips
16403,4/27/2014,MC Cullah,8,113189,MC Cullah,Cullahnary School,14,Album,http://freemusicarchive.org/music/MC_Cullah/Cullahnary_School/,Cullah
16404,4/30/2014,,0,9813,,[EPV_156] TALKIE / EPV WHITES,14,Album,http://freemusicarchive.org/music/Various_Artists_elementperspective/TALKIE/,Various Artists [elementperspective]
16406,4/30/2014,,0,1775,,Some Asperities,3,Album,http://freemusicarchive.org/music/Anne-F_Jacques/Some_Asperities/,Anne-F Jacques
16408,,,0,10053,,Mold and Moisture,10,Album,http://freemusicarchive.org/music/Tardiss/Mold_and_Moisture/,Tardiss
16409,,,0,6728,,Broken,11,Album,http://freemusicarchive.org/music/BIG_BUG/Broken/,BIG BUG
16410,4/30/2014,Mike Sin,1,6818,"Evan ""Funk"" Davies","Live on WFMU's Evan ""Funk"" Davies Show: April 30, 2014",9,Radio Program,http://freemusicarchive.org/music/The_Split_Squad/Live_on_WFMUs_Evan_Funk_Davies_Show_April_30_2014/,The Split Squad
16411,5/01/2014,Ernie Indradat with Erin Tonkon,0,3226,Julie,"Live on WFMU's Dark Night of the Soul with Julie: May 1, 2014",9,Radio Program,http://freemusicarchive.org/music/Kristeen_Young/Live_on_WFMUs_Dark_Night_of_the_Soul_with_Julie_May_1_2014/,Kristeen Young
16412,,,2,84838,,Pearls of Wisdom,16,,http://freemusicarchive.org/music/Mr__Mrs_Smith/Pearls_Of_Wisdom/,Mr. & Mrs. Smith
16413,5/03/2014,,0,1043,,The Howling Rectangles,1,Album,http://freemusicarchive.org/music/Phonic_Psychomimesis/The_Howling_Rectangles/,Phonic Psychomimesis
16414,5/04/2014,,0,3124,,Never Again,6,Album,http://freemusicarchive.org/music/Tomur_Trio/Never_Again/,Tómur Trio
16415,2/11/2014,,0,3246,,Noise Problems Avantgarde Vol.1,4,Album,http://freemusicarchive.org/music/Noise_Problems/Noise_Problems_Avantgarde_Vol1/,Noise Problems Selections
16417,3/15/2014,,0,4766,,The Diesel Object b/w Tropical Storm,3,Album,http://freemusicarchive.org/music/Reebok_Occult/The_Diesel_Object_bw_Tropical_Storm/,Reebok Occult
16420,5/04/2014,,0,2990,,Your Body Is A Temple,2,Album,http://freemusicarchive.org/music/Unthunk/Your_Body_Is_A_Temple/,Unthunk
16421,5/05/2014,,0,5537,,Communique,10,Album,http://freemusicarchive.org/music/2ndMOUSE/Communique/,2ndMOUSE
16422,5/06/2014,,1,17421,,Unpredictable Feelings,10,Album,http://freemusicarchive.org/music/Pk_jazz_Collective/Unpredictable_Feelings/,Pk jazz Collective
16423,,,0,1233,,Noise Problems Avantgarde Vol.2,5,Album,http://freemusicarchive.org/music/Noise_Problems/Noise_Problems_Avantgarde_Vol2/,Noise Problems Selections
16424,5/06/2014,,0,26153,,Sectioned v4.0,103,Album,http://freemusicarchive.org/music/Section_27_Netlabel/Sectioned_v40/,Section 27 Netlabel
16425,,,0,9968,,Gato naranja,13,Album,http://freemusicarchive.org/music/dadalu/Gato_naranja/,Dadalú
16426,,,0,14624,,Perro amarillo,12,Album,http://freemusicarchive.org/music/dadalu/Perro_amarillo/,Dadalú
16427,5/06/2014,,1,1951,,[EPV_157] 小さな世界,1,Album,http://freemusicarchive.org/music/unmo/_1885/,unmo
16428,,,0,17076,,Fractal Landscape,10,Album,http://freemusicarchive.org/music/Kevin_Bryce/Fractal_Landscape/,Kevin Bryce
16429,4/12/2014,,0,4449,,"Live on WFMU's Cherry Blossom Clinic with Terre T: April 12, 2014",10,Album,http://freemusicarchive.org/music/Bipolaroid/Live_on_WFMUs_Cherry_Blossom_Clinic_with_Terre_T_April_12_2014/,Bipolaroid
1643,1/22/2009,Glenn Luttman,0,5709,Brian Turner,Live at WFMU on Brian Turner's show on 12/2/2008,14,Radio Program,http://freemusicarchive.org/music/Cheap_Time/Live_at_WFMU_on_Brian_Turners_show_on_1222008/,Cheap Time
16430,,,1,14472,,Jerry's Noodles,18,Album,http://freemusicarchive.org/music/Alex_Marantz/Jerrys_Noodles/,Alex Marantz
16431,2/09/2014,,0,24111,,Violent,10,Album,http://freemusicarchive.org/music/Talk_Less_Say_More/Violent/,Talk Less Say More
16433,1/01/2007,,2,83095,,Not Quite Connected,22,Album,http://freemusicarchive.org/music/Josh_Woodward/Not_Quite_Connected_1132/,Josh Woodward
16437,5/08/2014,Dave Mambach,0,2030,Joe Belock,"Live on WFMU's Three Chord Monte with Joe Belock - May 06, 2014",7,Album,http://freemusicarchive.org/music/The_Safes/Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_-_May_06_2014/,The Safes
16439,5/03/2014,Ernie Indradat,0,5571,Terre T,"Live on WFMU's Cherry Blossom Clinic with Terre T: May 3, 2014",9,Radio Program,http://freemusicarchive.org/music/Live_Fast_Die/Live_on_WFMUs_Cherry_Blossom_Clinic_with_Terre_T_May_3_2014/,Live Fast Die
16440,5/08/2014,Ernie Indradat,0,11095,Terre T,"Live on WFMU's Cherry Blossom Clinic with Terre T - May 3, 2014",17,Album,http://freemusicarchive.org/music/Sonic_Avenues/Live_on_WFMUs_Cherry_Blossom_Clinic_with_Terre_T_-_May_3_2014/,Sonic Avenues
16441,5/08/2014,"Jon Flores, Guy Weltcher and Johannes Buff",1,7487,Julie Bennack,"Live on WFMU's Dark Night of the Soul with Julie - May 8, 2014",3,Album,http://freemusicarchive.org/music/Zombie_Zombie/Live_on_WFMUs_Dark_Night_of_the_Soul_with_Julie_-_May_8_2014/,Zombie Zombie
16445,1/10/2014,,0,3856,,The Citadel / Tyrells Owl Split,3,,http://freemusicarchive.org/music/The_Citadel/The_Citadel__Tyrells_Owl_Split_1817/,The Citadel
16446,5/10/2014,,0,15563,,Detritus,5,Album,http://freemusicarchive.org/music/Waste_Disposal_Machine/Detritus/,Waste Disposal Machine
16447,,,0,13449,,nx2014-04,12,Album,http://freemusicarchive.org/music/Miquel_Parera/nx2014-04/,Miquel Parera
16448,1/15/2006,,0,12091,,Untitled EP,8,Album,http://freemusicarchive.org/music/Lithis/Untitled_EP_1658/,Lithis
16453,,,0,1916,,répète du 1er sextant 2014,47,Album,http://freemusicarchive.org/music/Helmut/rpte_du_1er_sextant_2014/,Helmut
16454,5/14/2014,,0,8028,Beme Seed,Lights Unfold Demos,5,Album,http://freemusicarchive.org/music/Beme_Seed/Lights_Unfold_Demos/,Beme Seed
16455,5/14/2014,,0,2237,,Beme Seed Live 1990,1,Album,http://freemusicarchive.org/music/Beme_Seed/Beme_Seed_Live_1990/,Beme Seed
16457,12/20/2005,,0,20988,,Sighes of the Broken Guitar,14,Album,http://freemusicarchive.org/music/ILI/Sighes_of_the_Broken_Guitar/,ILI
16458,5/16/2014,,1,10671,Andre William Owen,We breathe in the sun,2,Single Tracks,http://freemusicarchive.org/music/krackatoa/We_breathe_in_the_sun/,krackatoa
16459,5/16/2014,,0,1528,Arsenic Strychnine,An Attempt of Infinite Invasion,5,Album,http://freemusicarchive.org/music/HighWay17/An_Attempt_of_Infinite_Invasion/,HighWay17
16461,,,0,6162,,Esquisses,18,Album,http://freemusicarchive.org/music/Water_Sark/Esquisses_1208/,Water Sark
16462,4/04/2014,,1,6655,,"Come On, Ghost.",7,Album,http://freemusicarchive.org/music/Schemawound/Come_On_Ghost/,Schemawound
16463,5/18/2014,,0,4517,,Unhappy Thoughts,2,Album,http://freemusicarchive.org/music/Scans_Nom/Unhappy_Thoughts/,Sans Nom
16464,5/18/2014,,0,4936,,Abbeygate Studios 2014,6,Album,http://freemusicarchive.org/music/Blah_Blah_Blah/Abbeygate_Studios_2014/,Blah Blah Blah
16465,5/18/2014,,1,18498,,Kaikou EP,4,Album,http://freemusicarchive.org/music/Satori/Kaikou_EP/,Satori
16466,1/03/2013,,10,60437,,Home Again,13,Album,http://freemusicarchive.org/music/Roulet/Home_Again/,Roulet
16467,,,13,158839,,Beats d'Amor,14,Album,http://freemusicarchive.org/music/Roulet/Beats_dAmor/,Roulet
16469,5/19/2014,,1,52243,,We Are Humanity .​.​.​And We Are Lost In The Cosmic Infinity,15,Album,http://freemusicarchive.org/music/Egg_Nebula/We_Are_Humanity_And_We_Are_Lost_In_The_Cosmic_Infinity/,Egg Nebula
16470,5/19/2014,,3,4449,Theo Marin,Selected Waffle Works,12,Album,http://freemusicarchive.org/music/Krasius/Selected_Waffle_Works/,Krasius
16471,5/13/2014,,2,9878,,Classic Material Vol. 4: DCOM Radio,25,Album,http://freemusicarchive.org/music/CM_aka_Creative/Classic_Material_Vol_4_DCOM_Radio/,CM aka Creative
16472,,,0,46846,,Terraform Mars,12,Album,http://freemusicarchive.org/music/Schemawound/Terraform_Mars/,Schemawound
16473,,,0,5459,,Domestic Ghosts,6,Album,http://freemusicarchive.org/music/Schemawound/Domestic_Ghosts/,Schemawound
16474,,,0,10535,,Equalizer,10,Album,http://freemusicarchive.org/music/SJ_Mellia/Equalizer/,S.J. Mellia
16475,,,0,2815,,They Want To Make Your Body Move. I Want To Hold You Perfectly Still.,10,,http://freemusicarchive.org/music/Schemawound/They_Want_To_Make_Your_Body_Move_I_Want_To_Hold_You_Perfectly_Still/,Schemawound
16476,5/05/2010,,0,5903,,Hospital Songs,15,Album,http://freemusicarchive.org/music/Schemawound/Hospital_Songs/,Schemawound
16477,9/07/2011,,1,6827,,My Time As A Rat - Szczur Archive (2001​-​2004),18,Album,http://freemusicarchive.org/music/Schemawound/My_Time_As_A_Rat_-_Szczur_Archive_2001-2004/,Schemawound
16478,4/26/2010,,0,1948,,Dead Strings Echo,5,Album,http://freemusicarchive.org/music/The_Icarus_Descent/Dead_Strings_Echo/,The Icarus Descent
16479,,,2,6410,,Vices,7,,http://freemusicarchive.org/music/Glass_Boy/Vices_1553/,Glass Boy
16481,5/21/2014,,18,85233,,Wild Goats and Useless Heroes,9,Album,http://freemusicarchive.org/music/The_Freak_Fandango_Orchestra/Wild_Goats_and_Useless_Heroes/,The Freak Fandango Orchestra
16482,4/26/2011,,0,326,,33,5,Album,http://freemusicarchive.org/music/The_Icarus_Descent/33_1504/,The Icarus Descent
16484,4/26/2014,,0,69,,The Shedding of Frost,1,Album,http://freemusicarchive.org/music/The_Icarus_Descent/The_Shedding_of_Frost/,The Icarus Descent
16485,4/26/2012,,0,158,,We are Blood We are Filth,2,Album,http://freemusicarchive.org/music/The_Icarus_Descent/We_are_Blood_We_are_Filth/,The Icarus Descent
16486,4/29/2010,,1,3821,,Heathen Grey Sky,4,Album,http://freemusicarchive.org/music/The_Icarus_Descent/Heathen_Grey_Sky/,The Icarus Descent
16487,12/11/2013,,0,8133,,Mars In Sunset,8,Album,http://freemusicarchive.org/music/Schemawound/Mars_In_Sunset/,Schemawound
16488,2/14/2013,,0,6582,,Body Movements,15,Album,http://freemusicarchive.org/music/Schemawound/Body_Movements/,Schemawound
16489,,,3,23933,,Welcome Abroad,17,Album,http://freemusicarchive.org/music/People_Like_Us/Welcome_Abroad/,People Like Us
16494,,,0,6596,,Water Sark / Charlene Darling - Split tape,6,Album,http://freemusicarchive.org/music/Water_Sark/Water_Sark__Charlene_Darling_-_Split_tape_1503/,Water Sark
16495,5/21/2014,,0,1610,,creatio ex nihilo,5,Album,http://freemusicarchive.org/music/reid_karris/creatio_ex_nihilo/,reid karris
16497,5/21/2014,,0,7585,,nappy hair's best friend,2,Album,http://freemusicarchive.org/music/chicago_modern_orchestra_project/nappy_hairs_best_friend/,chicago modern orchestra project
16498,5/21/2014,,1,4140,,les chateaux ruines,8,Album,http://freemusicarchive.org/music/keith_helt/les_chateaux_ruines/,keith helt
16499,5/21/2014,,0,852,,live at surplus of options,4,Album,http://freemusicarchive.org/music/jim_baker__sarah_j_ritch/live_at_surplus_of_options/,jim baker & sarah j. ritch
16502,5/03/2014,,1,4911,,Harsh Out,6,Album,http://freemusicarchive.org/music/Black_Pines/Harsh_Out/,Black Pines
16503,5/02/2014,,1,2753,,Syllepsis,12,Album,http://freemusicarchive.org/music/Motion/Syllepsis/,Motion
16504,11/01/2005,,1,8726,,Norydes,5,Album,http://freemusicarchive.org/music/Edoardo_Romani_Capelo/Norydes/,Edoardo Romani Capelo
16505,9/27/2005,,1,53678,,Studio 6,13,Album,http://freemusicarchive.org/music/Gilo/Studio_6/,Gilo
16506,5/17/2014,Mike Sin,0,1212,Terre T,"Live on WFMU's Cherry Blossom Clinic with Terre T: May 17, 2014",7,Album,http://freemusicarchive.org/music/The_Black_Hollies/Live_on_WFMUs_Cherry_Blossom_Clinic_with_Terre_T_May_17_2014/,The Black Hollies
16507,5/22/2014,,0,2259,,Heaven In Your Mouth,3,Album,http://freemusicarchive.org/music/intouch/Heaven_In_Your_Mouth/,intouch
16508,5/20/2014,Ernie Indradat,1,12270,Marty McSorley,"Live on WFMU with Marty McSorley: May 20, 2014",3,Radio Program,http://freemusicarchive.org/music/Clipping/Live_on_WFMU_with_Marty_McSorley_May_20_2014/,Clipping
16509,9/10/2005,,0,10738,,Rathead,6,Album,http://freemusicarchive.org/music/Macon_Tights/Rathead/,Macon Tights
16510,7/04/2005,,0,2286,,Lupaus,5,Album,http://freemusicarchive.org/music/Jukka-Pekka_Flander/Lupaus/,Jukka-Pekka Flander
